ID,Pilih Nama Dosen,Mata Kuliah,Petemuan Ke,Tanggal,Keterangan,Lama Perkualiahan ,Materi yang diberikan 
bbec1b99,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Komputer Akuntansi - Kelas C,1,19/03/2025,Online,02.00.00,Materi
8d466d9c,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,4,19/03/2025,Offline,02.00.00,Pengambilan keputusan dalam manajemen pemasaran
a5fa401e,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Komputer Akuntansi - Kelas D,4,17/03/2025,Offline,02.00.00,Accurate
d81a8fec,"Vina Olivia Pebrianti, SE. ME",Analisa Laporan Keuangan - Kelas D,4,12/03/2025,Offline,02.00.00,Profitabilitas
e92f88ce,"Dr. Sujono, SE., M.Si.",Metodologi Penelitian - Kelas D-22,3,15/03/2025,Offline,02.00.00,Pondasi metodologi dan jurnal
fd5d418d,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas D,4,12/03/2025,Offline,02.00.00,Gambaran umum sistem akuntansi keuangan daerah
11183155,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Manajemen Strategi - Kelas D,4,13/03/2025,Offline,02.00.00,presentasi konsep visi dan misi
ce0f118e,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",Etika Bisnis dan Profesi Akuntan - Kelas D,3,14/03/2025,Offline,02.00.00,Kasus Enron
9f371a82,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",Akuntansi Keuangan Lanjutan II - Kelas D,3,18/03/2025,Offline,02.00.00,tugas kertas kerja konsolidasi
d8ddc599,"Vina Olivia Pebrianti, SE. ME",Analisa Laporan Keuangan - Kelas D,3,05/03/2025,Offline,02.00.00,Rasio solvabilitas
e57609c2,"Dr. Sujono, SE., M.Si.",Metodologi Penelitian - Kelas D-22,2,08/03/2025,Offline,02.00.00,Mendownload aplikasi
0f135e42,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Manajemen Strategi - Kelas D,3,06/03/2025,Offline,02.00.00,presentasi karakteristik manajemen strategi
1e165d58,"Dr. Sujono, SE., M.Si.",Metodologi Penelitian - Kelas D-22,1,27/02/2025,Offline,02.00.00,Kontrak perkuliahan
a3a9539b,"Vina Olivia Pebrianti, SE. ME",Analisa Laporan Keuangan - Kelas D,2,26/02/2025,Offline,02.00.00,Teknik dan metode analisis laporan keuangan
d73cc652,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas D,3,05/03/2025,Offline,02.00.00,Pelaporan keuangan pemerintah daerah
c3560bf3,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Pengantar Akuntansi II - Kelas C,4,18/03/2025,Offline,02.00.00,Saham
c32947fd,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Manajemen Strategi - Kelas D,2,27/02/2025,Offline,02.00.00,pengantar materi
0b5c206e,"Vina Olivia Pebrianti, SE. ME",Analisa Laporan Keuangan - Kelas D,1,19/02/2025,Offline,02.00.00,Kerangka konseptual laporan keuangan
b0a55906,"Syaiah, SE. M.Si",Sistem Pengendalian Manajemen - Kelas D,5,18/03/2025,Online,02.00.00,membuat video pusat pusat pertanggung jawaban pendapatan dan beban
c961a5f9,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Manajemen Strategi - Kelas D,1,20/02/2025,Offline,02.00.00,pengantar materi
fcc07ee3,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",Etika Bisnis dan Profesi Akuntan - Kelas D,2,28/02/2025,Offline,02.00.00,Etika bisnis dan Profesi
3dc16b55,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",Etika Bisnis dan Profesi Akuntan - Kelas D,1,21/02/2025,Offline,02.00.00,Kontrak perkuliahan
0e48f927,"Prof. Dr. Dedy Takdir Syaifuddin, S.E.,M.Si.",MANAJEMEN KEUANGAN 1 - Kelas C,1,20/02/2025,Offline,03.00.00,Pengenalan manajemen keuangan
56cfe99d,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Akuntansi Keuangan Lanjutan II - Kelas A,1,17/02/2025,Offline,02.30.00,Kontrak Perkuliahan
e6f1c948,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Akuntansi Manajemen - Kelas D,5,19/03/2025,Offline,02.00.00,Just in Time
f37b021a,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Etika Bisnis dan Profesi Akuntan - Kelas C,1,21/02/2025,Offline,02.30.00,Pengenalan materi
3cf0c7b2,"Satira Yusuf, SE., M.Si.",Hukum Bisnis dan Perusahaan - Kelas D,2,07/03/2025,Offline,02.00.00,Presentasi Konsep Hukum Bisnis dan Konsep Hukum Bisnis Syariah
de72972c,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Akuntansi Keuangan Menengah II - Kelas D,5,17/03/2025,Offline,02.00.00,Presentasi sekuritas Dilusian dan Laba Per Saham
87146888,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",Perpajakan II - Kelas E,3,13/03/2025,Offline,02.00.00,Pph Final
3983213a,"Safaruddin, SE., M.S.A, Ak, CA",Pengantar Akuntansi II - Kelas B,1,17/02/2025,Offline,02.30.00,Liabilitas Jangka Pendek dan Penggajian (Liabilitas Jangka Pendek)
41b2f7d8,"Safaruddin, SE., M.S.A, Ak, CA",Pengantar Akuntansi II - Kelas B,2,24/02/2025,Offline,20.30.00,Perhitungan Pph Pasal 21 dan Penggajian
f24630cc,"Safaruddin, SE., M.S.A, Ak, CA",Pengantar Akuntansi II - Kelas B,3,02/03/2025,Offline,20.30.00,"Akuntansi Pada Persekutuan (Pendirian,Pembagian Laba,Keikutsertaan Rekan)"
5759577b,"Hasnidar, S.E., M.Si.",Hukum Bisnis dan Perusahaan - Kelas C,4,14/03/2025,Offline,02.00.00,"Merger, Konsolidasi, Akuisisi, dan Separasi"
8b2da609,"Safaruddin, SE., M.S.A, Ak, CA",Pengantar Akuntansi II - Kelas B,4,09/02/2025,Offline,20.30.00,"Likuidasi Persekutuan, Realisasi Keuntungan/Laba,Laporan Ekuitas Persekutuan"
8237fc77,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Sistem Informasi Akuntansi - Kelas C,5,12/03/2025,Offline,02.30.00,Pengendalian dan Sistem Informasi Akuntansi
7e5d8ca1,"Safaruddin, SE., M.S.A, Ak, CA",Pengantar Akuntansi II - Kelas B,5,16/02/2025,Offline,20.30.00,"Pendirian Perseroan,Ekuitas pemegang saham,Penerbitan dan Jenis Saham"
9b4d82b0,"Wa Ode Aswati, S.E., M.Si., CRP",Manajemen Strategi - Kelas A,2,26/02/2025,Offline,01.00.00,perkenalan
513ac8cf,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas D,2,26/02/2025,Offline,02.00.00,Konsep dan Siklus Akuntansi
fd347d54,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas D,1,19/02/2025,Offline,02.00.00,Karakteristik Akuntansi Keuangan Daerah
7d8183aa,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,1,21/02/2025,Offline,02.30.00,Pengenalan materi
849302af,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,2,28/02/2025,Offline,02.30.00,Karakteristik akuntansi keuangan daerah
ad7f842c,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,3,07/03/2025,Offline,02.30.00,Konsep dan siklus akuntansi
91489b8f,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,4,14/03/2025,Online,02.30.00,Pelaporan keuangan pemerintah daerah
8d7ef3ca,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas C,1,18/02/2025,Offline,03.00.00,PERUSAHAAN MANUFAKTUR
2feb98ac,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas C,2,25/02/2025,Offline,03.00.00,AKUNTANSI BIAYA PADA PERUSAHAAN KOMPLEKS
e02c4330,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Sistem Informasi Akuntansi - Kelas C,6,19/03/2025,Offline,02.30.00,Pengendalian Sistem Informasi Berdasarkan Komputer
27852f14,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas C,3,04/03/2025,Offline,03.00.00,METODE HARGA POKOK PESANAN
12f28cec,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",AUDITING II - Kelas B,5,18/03/2025,Offline,02.30.00,Pemeriksaan Persediaan
1a373b68,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas C,4,11/03/2025,Offline,03.00.00,METODE HARGA POKOK PROSES
dd021d53,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas C,5,18/03/2025,Offline,03.00.00,METODE HARGA POKOK PERSEDIAAN
8d22bae9,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,1,24/02/2025,Offline,03.00.00,MANAJEMEN PEMASARAN
99828260,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,2,10/03/2025,Offline,03.00.00,MARKETING DAN PENTINGNYA DALAM DUNIA BISNIS
6ddc325e,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Komputer Akuntansi - Kelas D,1,24/02/2025,Offline,03.00.00,PENGENALAN KOMPUTER AKUNTANSI
107902ea,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Akuntansi Sektor Publik - Kelas C,1,25/02/2025,Offline,02.30.00,Gambaran Umum Akuntansi Sektor Publik
9c5cbeac,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Akuntansi Sektor Publik - Kelas C,2,04/03/2025,Offline,02.30.00,Regulasi Keuangan Sektor Publik
3f38b9b2,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Akuntansi Sektor Publik - Kelas C,3,11/03/2025,Offline,02.30.00,Kerangka Konseptual Akuntansi Sektor Publik
ee3ecb61,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Akuntansi Sektor Publik - Kelas C,4,18/03/2025,Offline,02.30.00,Standar Akuntansi Sektor Publik
2d3cd024,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Komputer Akuntansi - Kelas D,2,03/03/2025,Offline,03.00.00,ACCURATE
38eada4c,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Komputer Akuntansi - Kelas D,3,10/03/2025,Offline,03.00.00,ACCURATE
15965ef4,"Dr. Sukring, M.Pd.I.",AGAMA - Kelas C,1,19/02/2025,Offline,02.00.00,MANUSIA DALAM KONSEP ISLAM
7847ed5a,"Dr. Sukring, M.Pd.I.",AGAMA - Kelas C,2,12/03/2025,Offline,02.00.00,PROSES PENCIPTAAN ADAM
ddcb5639,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Perpajakan II - Kelas C,2,26/02/2025,Offline,02.00.00,"PPH pasal 21, pasal 22 dan pasal 23"
d1bfe9ce,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Perpajakan II - Kelas C,3,05/03/2025,Offline,02.00.00,"PPH pasal 24, pasal 25, dan pasal 26"
a0509774,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Perpajakan II - Kelas C,4,12/03/2025,Offline,02.00.00,Pajak Bumi dan Bangunan (PBB)
76ddfd0b,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Perpajakan II - Kelas C,5,19/03/2025,Offline,02.00.00,Bea Perolehan Hak atas Tanah dan Bangunan
dfa7651c,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Perpajakan II - Kelas C,1,19/02/2025,Offline,02.00.00,Ketentuan Umum Perpajakan
ee5ce82f,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Sistem Informasi Akuntansi - Kelas B,5,19/03/2025,Offline,02.00.00,Pembuatan Model Data dan Database
a07d7f1c,"Safaruddin, SE., M.S.A, Ak, CA",Akuntansi Keuangan Menengah II - Kelas C,1,24/02/2025,Offline,02.30.00,Ekuitas
b2d12906,"Safaruddin, SE., M.S.A, Ak, CA",Akuntansi Keuangan Menengah II - Kelas C,2,03/03/2025,Offline,02.30.00,Ekuitas
e72c59b0,"Safaruddin, SE., M.S.A, Ak, CA",Akuntansi Keuangan Menengah II - Kelas C,4,17/03/2025,Offline,02.30.00,Investasi
4e4aadd8,"Dr. Sukring, M.Pd.I.",AGAMA - Kelas C,3,19/03/2025,Offline,02.00.00,PENGERTIAN AGAMA DAN AGAMA ISLAM
adea55f6,"Safaruddin, SE., M.S.A, Ak, CA",Akuntansi Keuangan Menengah II - Kelas C,3,10/03/2025,Offline,02.30.00,Efek Dilutif dan Laba Per Saham
2a6b58a6,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Akuntansi Manajemen - Kelas C,1,19/02/2025,Online,02.30.00,Konsep Akuntansi Manajemen
91b788a8,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Akuntansi Manajemen - Kelas C,2,26/02/2025,Offline,02.30.00,Konsep Akuntansi Manajemen
0add4dde,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Akuntansi Manajemen - Kelas C,3,05/03/2025,Offline,02.30.00,"Konsep, Klasifikasi, dan Perlakuan Biaya"
79bf89cb,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",AUDITING II - Kelas C,2,03/03/2025,Offline,02.00.00,Pemeriksaan Kewajiban Jangka Pendek
05c27599,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",AUDITING II - Kelas C,3,10/03/2025,Offline,02.00.00,Pemeriksaan Kewajiban Jangka Panjang
a0589484,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Sistem Informasi Akuntansi - Kelas C,1,17/02/2025,Offline,02.00.00,Perkenalan tentang sistem informasi Akuntansi
8670795f,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",AUDITING II - Kelas C,4,17/03/2025,Offline,02.00.00,Pemeriksaan Ekuitas
b1d0aae4,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Sistem Informasi Akuntansi - Kelas C,2,24/02/2025,Offline,02.30.00,Konsep Dasar Sistem Informasi Akuntansi
f330b112,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",AUDITING II - Kelas C,1,24/03/2025,Offline,02.00.00,Pemeriksaan Aktiva Tak Berwujud
0f7aab75,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Sistem Informasi Akuntansi - Kelas C,3,26/02/2025,Offline,02.30.00,Tinjauan Menyeluruh Proses Bisnis
6fbc867d,"Dr. La Hatani, SE., MM.",Manajemen Strategi - Kelas B,1,20/02/2025,Offline,02.00.00,Perkenalan
143ca793,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Komputer Akuntansi - Kelas C,5,17/03/2025,Offline,02.00.00,Kasus 2 Perusahaan Dagang
75af5e26,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Sistem Informasi Akuntansi - Kelas C,4,05/03/2025,Offline,02.30.00,Konsep E-Business
9ccb905d,"Ika Maya Sari, SE., M.Si, Ak, CA, CTT, CRA, CRP",Akuntansi Keuangan Menengah II - Kelas B,4,17/03/2025,Offline,02.30.00,Efek DIluktif dan Laba Per Saham
b488cf59,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Perpajakan II - Kelas B,4,17/03/2025,Offline,02.30.00,Bea Materai
a7259a51,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Akuntansi Sektor Publik - Kelas B,3,11/03/2025,Offline,02.30.00,Komparasi Akuntansi Sektor Publik VS Sektor Bisnis
634e50b5,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Akuntansi Manajemen - Kelas B,3,11/03/2025,Offline,02.30.00,Klasifikasi Biaya
4721cccd,"Hasnidar, S.E., M.Si.",Hukum Bisnis dan Perusahaan - Kelas B,6,19/03/2025,Offline,02.30.00,Hak Paten dan Merek dan Indikasi Geografis
89afbc6a,"Hasnidar, S.E., M.Si.",MANAJEMEN KEUANGAN 1 - Kelas C,1,20/02/2025,Offline,03.00.00,TUJUAN DARI MANAJEMEN KEUANGAN
4d3d6c93,"Hasnidar, S.E., M.Si.",MANAJEMEN KEUANGAN 1 - Kelas C,2,27/03/2025,Offline,03.00.00,KONSEP PENILAIAN DALAM MANAJEMEN KEUANGAN
00baf914,"Hasnidar, S.E., M.Si.",MANAJEMEN KEUANGAN 1 - Kelas C,3,06/03/2025,Offline,03.00.00,ANALISIS LAPORAN KEUANGAN
a45ff656,"Hasnidar, S.E., M.Si.",MANAJEMEN KEUANGAN 1 - Kelas C,4,13/03/2025,Offline,03.00.00,"MANAJEMEN KAS, PIUTANG, DAN PERSEDIAAN"
4a040485,"Hasnidar, S.E., M.Si.",MANAJEMEN KEUANGAN 1 - Kelas C,5,20/03/2025,Offline,03.00.00,WORKING CAPITAL (Manajemen Modal Kerja)
92398216,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Akuntansi Manajemen - Kelas C,4,20/03/2025,Online,01.30.00,Penentuan Biaya Produk: Metode Biaya Pesanan
7a8723c8,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas B,1,17/02/2025,Online,02.30.00,Kontrak Perkuliahan
f2fdc3e5,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas B,2,24/02/2025,Offline,02.30.00,Akuntansi Biaya dan Pengertian Biaya
8f09f4d2,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas B,3,03/03/2025,Online,02.30.00,Meotde Harga Pokok pesanan
48a7ff2a,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas B,4,12/03/2025,Offline,02.30.00,Metode harga pokok pesanan
71a5ba71,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas B,5,19/03/2025,Online,02.30.00,Metode harga pokok Produksi
3c53d3f8,"Dr. Nur Asni, SE, M.Si",MANAJEMEN KEUANGAN 1 - Kelas B,1,20/02/2025,Offline,02.30.00,Rps dan Kontrak perkuliahan
318888a1,"Dr. Nur Asni, SE, M.Si",MANAJEMEN KEUANGAN 1 - Kelas B,2,27/02/2025,Offline,02.30.00,Prinsip Dasar manajemen keuangan
75b099ce,"Dr. Nur Asni, SE, M.Si",MANAJEMEN KEUANGAN 1 - Kelas B,3,06/03/2025,Offline,02.30.00,Analisa Laporan keuangan
f2b3699f,"Dr. Nur Asni, SE, M.Si",MANAJEMEN KEUANGAN 1 - Kelas B,4,13/03/2025,Offline,02.30.00,Pasar Keuangan Dan Lembaga keuangan
ad7fb035,"Dr. Nur Asni, SE, M.Si",MANAJEMEN KEUANGAN 1 - Kelas B,5,20/03/2025,Offline,02.30.00,Nilai Waktu Uang
d6a68578,"Dr. Yusuf, SE., MM.",Manajemen Pemasaran - Kelas B,1,05/03/2025,Offline,02.30.00,Konsep dasar manajemen keuangan
44e7891c,"Syaiah, SE. M.Si",Komputer Akuntansi - Kelas E,4,20/03/2025,Offline,03.00.00,Membuat laporan perusahaan dagang dan jasa menggunakan aplikasi siapik
0767542d,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Sistem Informasi Akuntansi - Kelas B,1,19/02/2025,Offline,02.00.00,Kontrak Perkuliahan
928dec12,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Etika Bisnis dan Profesi Akuntan - Kelas C,2,28/02/2025,Offline,02.30.00,"Konsep dasar Etika , Norma , Moral dan Etiket"
dd3442be,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Etika Bisnis dan Profesi Akuntan - Kelas C,3,07/03/2025,Offline,02.30.00,Teori Etika
23241070,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Etika Bisnis dan Profesi Akuntan - Kelas C,4,14/03/2025,Offline,02.30.00,Lingkungan Etika dan Akuntansi
1e34a3c2,"Dr. Nur Asni, SE, M.Si",Metodologi Penelitian - Kelas A-23,1,17/02/2025,Offline,02.30.00,Pengenalan Materi
28e0f720,"Dr. La Hatani, SE., MM.",Manajemen Strategi - Kelas B,2,27/02/2025,Offline,02.00.00,Pengertian dan Ruang Lingkup Strategi
b1e70700,"Dr. La Hatani, SE., MM.",Manajemen Strategi - Kelas B,3,06/03/2025,Offline,02.00.00,Model Manajemen Strategi
06d5c1e4,"Dr. Nur Asni, SE, M.Si",Metodologi Penelitian - Kelas A-23,2,24/02/2025,Offline,02.30.00,Pengertian Dasar Dasar Metodologi Penelitian
d17180dd,"Yuli Lestari Labangu, S.E., M.Sc.",Akuntansi Sektor Publik - Kelas A,1,18/02/2025,Offline,02.30.00,Gambaran Umum Akuntansi Sektor Publik
ca63f7d9,"Yuli Lestari Labangu, S.E., M.Sc.",Akuntansi Sektor Publik - Kelas A,2,25/02/2025,Offline,02.30.00,Regulasi Keuangan Sektor Publik
63106a9a,"Yuli Lestari Labangu, S.E., M.Sc.",Akuntansi Sektor Publik - Kelas A,3,04/03/2025,Offline,02.30.00,Kerangka Konseptual Akuntansi Sektor Publik
cb782b14,"Yuli Lestari Labangu, S.E., M.Sc.",Akuntansi Sektor Publik - Kelas A,4,11/03/2025,Offline,02.30.00,Standar Akuntansi Sektor Publik
7d1bb7e2,"Yuli Lestari Labangu, S.E., M.Sc.",Akuntansi Sektor Publik - Kelas A,5,18/03/2025,Offline,02.30.00,Penganggaran Sektor Publik
563d8518,"Safaruddin, SE., M.S.A, Ak, CA",Perpajakan II - Kelas A,1,18/02/2025,Offline,02.30.00,Pajak Penghasilan Pasal 21
bd972313,"Safaruddin, SE., M.S.A, Ak, CA",Perpajakan II - Kelas A,2,25/02/2025,Offline,02.30.00,Pajak Penghasilan Pasal 22
7c6ac12e,"Safaruddin, SE., M.S.A, Ak, CA",Perpajakan II - Kelas A,3,04/03/2025,Offline,02.30.00,Pajak Penghasilan Pasal 24
0c8f9231,"Safaruddin, SE., M.S.A, Ak, CA",Perpajakan II - Kelas A,4,11/03/2025,Offline,02.30.00,Pajak Penghasilan Pasal 25
6f51be24,"Safaruddin, SE., M.S.A, Ak, CA",Perpajakan II - Kelas A,5,20/03/2025,Offline,02.30.00,Rekonsiliasi Fiskal
a32014ce,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Sistem Informasi Akuntansi - Kelas B,2,05/03/2025,Offline,02.00.00,Konsep Dasar Sistem Informasi Akuntansi
781ebe38,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Sistem Informasi Akuntansi - Kelas B,3,12/03/2025,Offline,02.00.00,Tinjauan Menyeluruh Proses Bisnis
2403ea94,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Sistem Informasi Akuntansi - Kelas B,4,19/03/2025,Offline,02.00.00,Pengantar E-Business
c93ebfa1,"Dr. La Hatani, SE., MM.",Manajemen Strategi - Kelas B,4,13/03/2025,Offline,02.00.00,Pemberian tugas mengenai Analisis Lingkungan Strategic
bff279c1,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Metodologi Penelitian - Kelas B-22,1,06/03/2025,Offline,02.00.00,Perkenalan dan pembahasan RPS
bc356d4b,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Metodologi Penelitian - Kelas B-22,2,13/03/2025,Offline,02.00.00,Absen saja
e7248700,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Metodologi Penelitian - Kelas B-22,3,20/03/2025,Offline,02.00.00,Metode penelitian kualitatif dan kuantitatif
6978bbd6,"Safaruddin, SE., M.S.A, Ak, CA",Pengantar Akuntansi II - Kelas B,6,24/03/2025,Online,02.00.00,Transaksi saham treasuri
5aca49ea,"Lade Ahmaliun, S. Hut., M. Sc",Wawasan Kemaritiman - Kelas C,5,25/03/2025,Online,01.45.00,Ekonomi Maritim
59f2dd49,"Lade Ahmaliun, S. Hut., M. Sc",Wawasan Kemaritiman - Kelas C,4,18/03/2025,Offline,01.45.00,Sejarah Kemaritiman di Indonesia
