ID,Pilih Nama Dosen,Mata Kuliah,Petemuan Ke,Tanggal,Keterangan,Lama Perkualiahan ,Materi yang diberikan 
efbcf0c7,"Dr. La Hatani, SE., MM.",Manajemen Strategi - Kelas B,8,28/04/2025,Offline,02.00.00,Ujian Tengah Semester
074ea578,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Metodologi Penelitian - Kelas B-22,4,17/04/2025,Offline,02.00.00,Absen
9a99b5c6,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Metodologi Penelitian - Kelas B-22,5,21/04/2025,Online,02.00.00,Pendekatan Kualitatif Dalam Penelitian Akuntansi
5bbdb56f,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Metodologi Penelitian - Kelas B-22,6,23/04/2025,Online,02.00.00,Pendekatan Kualitatif Dalam Penelitian Akuntansi
6ea2b5f5,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",AUDITING II - Kelas E,8,24/04/2025,Offline,01.00.00,Ujian Tengah Semester
65bec61c,"Wa Ode Aswati, S.E., M.Si., CRP",MANAJEMEN KEUANGAN 1 - Kelas B,9,24/04/2025,Offline,02.30.00,Pembahasan RPS terkait materi Manajemen keuangan
097a2dea,"Hasnidar, S.E., M.Si.",Akuntansi Biaya - Kelas B,9,25/04/2025,Offline,02.30.00,Departementalisasi Biaya Overhead Pabrik
054c41d4,"Hasnidar, S.E., M.Si.",MANAJEMEN KEUANGAN 1 - Kelas C,8,24/04/2025,Offline,02.00.00,UJIAN TENGAH SEMESTER
164f6b8e,"Dr. Sukring, M.Pd.I.",AGAMA - Kelas C,7,23/04/2025,Offline,02.00.00,"PRAKTEK MANDI,KAFAN,SHOLAT, DAN KUBUR JENAZAH"
9058b524,"Dr. Sukring, M.Pd.I.",AGAMA - Kelas C,8,26/04/2025,Offline,02.00.00,UJIAN TENGAH SEMESTER
fd8fc12a,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas C,7,19/04/2025,Offline,03.00.00,UJIAN TENGAH SEMESTER
4d20eb7e,"Syaiah, SE. M.Si",Akuntansi Biaya - Kelas C,1,22/04/2025,Offline,03.00.00,DEPARTEMENLISASI BIAYA OVERHEAD PABRIK
a7330910,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Komputer Akuntansi - Kelas D,7,21/04/2025,Offline,03.00.00,UJIAN TENGAH SEMESTER
d1dd0acc,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,5,16/04/2025,Offline,03.00.00,MENCIPTAKAN DAN MEMPERTAHANKAN IDENTITAS MEREK
22b18a21,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,6,16/04/2025,Offline,03.00.00,MEMAHAMI POLA PIKIR PEMASARAN MENGEMBANGKAN DAN MENINGKATKAN PROGRAM DAN JASA YANG POPULER
8739228e,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,7,16/04/2025,Offline,03.00.00,KEPUASAN PELANGGAN PERBAIKAN LAYANAN SERTA MENCIPTAKAN HUBUNGAN JANGKA PANJANG
c46a8efd,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,8,21/04/2025,Offline,03.00.00,UJIAN TENGAH SEMESTER
a397dc9c,"Dr. Nur Asni, SE, M.Si",MANAJEMEN KEUANGAN 1 - Kelas B,8,26/04/2025,Offline,02.30.00,MID
50bc3aae,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Metodologi Penelitian - Kelas D-23,8,25/04/2025,Offline,01.00.00,Ujian Tengah Semester
73a364fb,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Akuntansi Sektor Publik - Kelas C,7,22/04/2025,Offline,02.00.00,UJIAN TENGAH SEMESTER
1eb691f3,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Akuntansi Manajemen - Kelas C,5,26/03/2025,Online,02.00.00,Penentuan biaya produk : Metode biaya proses
e7c0a1ae,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",Audit Kinerja Pemerintah Daerah - Kelas C,1,17/02/2025,Offline,16.00.00,Bahas kontrak perkuliahan
6b2fa9dd,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Etika Bisnis dan Profesi Akuntan - Kelas C,7,25/04/2025,Offline,02.30.00,Penerapan Good Corporate Governance (GCG) dan Penerapan Corporate Social Responsibility ( CSR )
bd913c25,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Etika Bisnis dan Profesi Akuntan - Kelas C,8,02/05/2025,Offline,01.00.00,Ujian tengah semester
1426b906,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",AUDITING II - Kelas C,8,05/05/2025,Offline,01.00.00,MID AUDITING II
0f254fb7,"Dr. Emillia Nurdin, S.E., M.Si., CTT, CRA, CRP.",Akuntansi Keuangan Menengah II - Kelas C,9,28/04/2025,Offline,02.00.00,Akuntansi pensiun
fee9d281,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",AUDITING II - Kelas D,9,30/04/2025,Offline,02.30.00,management letter
9b9a357f,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",AUDITING II - Kelas D,10,07/05/2025,Offline,02.30.00,surat pernyataan langganan
8ff4dc6f,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",AUDITING II - Kelas D,1,05/03/2025,Offline,02.30.00,kontrak perkuliahan
dc06f981,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",AUDITING II - Kelas D,2,12/03/2025,Offline,02.30.00,pemeriksaan aset tak berwujud
bb8efcf0,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",AUDITING II - Kelas D,3,19/03/2025,Offline,02.30.00,pemeriksaan liabilitas jangka pendek
60e81f29,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",AUDITING II - Kelas D,4,26/03/2025,Offline,02.30.00,pemeriksaan liabilitas jangka panjang
b6c4dabd,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",AUDITING II - Kelas D,5,09/04/2025,Offline,02.30.00,pemeriksaan ekuitas
dc3f09ee,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",AUDITING II - Kelas D,6,16/04/2025,Offline,02.30.00,pemeriksaan atas perkiraan laba rugi
11d2c4f3,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",AUDITING II - Kelas D,7,16/04/2025,Offline,02.30.00,pemeriksaan subsequent events dan penyelesaian pemeriksaan
b7e1409e,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",AUDITING II - Kelas D,8,23/04/2025,Offline,02.30.00,ujian tengah semester
e5474d3e,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Manajemen - Kelas D,9,23/04/2025,Online,02.00.00,Metode pembelajaran
24dbd552,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Manajemen - Kelas D,10,30/04/2025,Offline,02.00.00,Full costing dan variabel costing
67a69baf,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Manajemen - Kelas D,11,07/05/2025,Offline,02.00.00,Activity Based Management (ABM)
5d917f56,"Dr. Emillia Nurdin, S.E., M.Si., CTT, CRA, CRP.",Akuntansi Keuangan Menengah II - Kelas C,10,05/05/2025,Offline,02.00.00,akuntansi sewa
46ab9004,"Vina Olivia Pebrianti, SE. ME",Akuntansi Sektor Publik - Kelas C,9,29/04/2025,Offline,02.30.00,Riview Materi
c986a330,"Vina Olivia Pebrianti, SE. ME",Akuntansi Sektor Publik - Kelas C,10,06/05/2025,Online,02.30.00,Zoom kemenkeu: konsep dasar pengelolaan APBN
f1d90cf1,"Vina Olivia Pebrianti, SE. ME",Akuntansi Sektor Publik - Kelas C,11,07/05/2025,Offline,02.30.00,anggaran sektor publik
5f4431dc,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Akuntansi Manajemen - Kelas C,8,07/05/2025,Offline,02.00.00,analisis biaya volume laba
5b608af9,"Satira Yusuf, SE., M.Si.",Hukum Bisnis dan Perusahaan - Kelas D,1,21/02/2025,Offline,02.00.00,Metode pembelajaran
f07c4c7b,"Satira Yusuf, SE., M.Si.",Hukum Bisnis dan Perusahaan - Kelas D,3,14/03/2025,Offline,02.00.00,Konsep hukum bisnis syariah dan hukum perjanjian
ef6673b0,"Satira Yusuf, SE., M.Si.",Hukum Bisnis dan Perusahaan - Kelas D,4,21/03/2025,Online,02.00.00,Badan hukum
9c23a92e,"Satira Yusuf, SE., M.Si.",Hukum Bisnis dan Perusahaan - Kelas D,5,18/04/2025,Online,02.00.00,Hukum persaingan usaha
d7b95e5a,"Satira Yusuf, SE., M.Si.",Hukum Bisnis dan Perusahaan - Kelas D,6,19/04/2025,Online,02.00.00,Hukum kekayaan intelektual
7ecd9274,"Satira Yusuf, SE., M.Si.",Hukum Bisnis dan Perusahaan - Kelas D,7,25/04/2025,Online,02.00.00,Perjanjian jual beli dan perjanjian sewa menyewa
8bf67156,"Satira Yusuf, SE., M.Si.",Hukum Bisnis dan Perusahaan - Kelas D,8,26/04/2025,Offline,02.00.00,Ujian Tengah Semester
f593e3cd,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Akuntansi Keuangan Menengah II - Kelas D,8,04/05/2025,Online,02.00.00,Ujian Tengah Semester
7ed09f27,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Akuntansi Keuangan Menengah II - Kelas D,7,21/04/2025,Offline,02.00.00,Pendapatan
78ee4e53,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Akuntansi Keuangan Menengah II - Kelas D,9,05/05/2025,Online,02.00.00,Metode pembelajaran
d2a9b0b7,"Hasnidar, S.E., M.Si.",Akuntansi Biaya - Kelas B,10,21/05/2025,Offline,02.30.00,Departemntalisasi Biaya overhead Pabrik
fced56a6,"Hasnidar, S.E., M.Si.",Akuntansi Biaya - Kelas B,11,05/05/2025,Offline,02.30.00,Biaya Bahan baku
8a8f7ad9,"Wa Ode Aswati, S.E., M.Si., CRP",MANAJEMEN KEUANGAN 1 - Kelas B,10,08/05/2025,Offline,02.30.00,Kebijakan Deviden
de91f17f,"Dr. Emillia Nurdin, S.E., M.Si., CTT, CRA, CRP.",Akuntansi Keuangan Menengah II - Kelas C,11,19/05/2025,Offline,02.00.00,Perubahan Akuntansi dan Analisis Kesalahan
d05e93c7,"Dr. Sulvariany Tamburaka, SE, M.Si, ACPA, CTA, CTT",Perpajakan II - Kelas C,9,14/05/2025,Online,02.00.00,Riview materi
234ad485,"Dr. Emillia Nurdin, S.E., M.Si., CTT, CRA, CRP.",Akuntansi Keuangan Menengah II - Kelas C,12,26/05/2025,Offline,02.00.00,KOREKSI KESALAHAN
feaff286,"Dr. Emillia Nurdin, S.E., M.Si., CTT, CRA, CRP.",Akuntansi Keuangan Menengah II - Kelas C,13,02/06/2025,Offline,02.00.00,LAPORAN ARUS KAS
55030c32,"Dr. Eliyanti Agus Mokodompit, SE., M.Si.",Wawasan Kemaritiman - Kelas B,1,20/03/2025,Offline,01.45.00,Ruang lingkup dan pendahuluan Perkuliahan
b8809f60,"Dr. Eliyanti Agus Mokodompit, SE., M.Si.",Wawasan Kemaritiman - Kelas B,2,04/03/2025,Offline,01.30.00,Indonesia sebagai Negara Achipelago
38da5b1b,"Dr. Eliyanti Agus Mokodompit, SE., M.Si.",Wawasan Kemaritiman - Kelas B,3,11/03/2025,Offline,01.30.00,"Definisi Maritim,Posisi Strategi indonesia,Sebagai Negara maritim"
c10f8365,"Dr. Eliyanti Agus Mokodompit, SE., M.Si.",Wawasan Kemaritiman - Kelas B,4,18/03/2025,Offline,01.30.00,Sejarah maritim indonesia dan kerajaan maritim
ad4ceecf,"Dr. Eliyanti Agus Mokodompit, SE., M.Si.",Wawasan Kemaritiman - Kelas B,5,25/03/2025,Offline,01.30.00,Potensi maritim Indonesia_perikanan dan transportasi
3591c163,"Dr. Eliyanti Agus Mokodompit, SE., M.Si.",Wawasan Kemaritiman - Kelas B,6,08/04/2025,Offline,01.30.00,7 Pilar Poros maritim Dunia
e4c6ca8e,"Dr. Eliyanti Agus Mokodompit, SE., M.Si.",Wawasan Kemaritiman - Kelas B,7,15/04/2025,Offline,01.45.00,DESA MARITIM DI INDONESIA
4fc094ff,"Dr. Eliyanti Agus Mokodompit, SE., M.Si.",Wawasan Kemaritiman - Kelas B,8,22/04/2025,Offline,01.45.00,UJIAN TENGAH SEMESTER
42619a17,"Hasnidar, S.E., M.Si.",Akuntansi Biaya - Kelas B,12,19/05/2025,Offline,02.30.00,Biaya tenaga kerja
b66d2111,"Hasnidar, S.E., M.Si.",Akuntansi Biaya - Kelas B,13,26/05/2025,Offline,02.30.00,HARGA POKOK PRODUK BERSAMA DAN PRODUK SAMPINGAN
b35ed77f,"Hasnidar, S.E., M.Si.",Akuntansi Biaya - Kelas B,14,02/06/2025,Offline,02.30.00,Sistem Biaya taksiran
f4940a0e,"La Ode Wahidin, S.Pd.,M.Pd.I",AGAMA - Kelas B,1,20/02/2025,Offline,01.45.00,Kontrak Perkuliahan Dan Rps
91838674,"La Ode Wahidin, S.Pd.,M.Pd.I",AGAMA - Kelas B,2,27/02/2025,Offline,01.45.00,Konsep Ketuhanan
9ad6dbaa,"La Ode Wahidin, S.Pd.,M.Pd.I",AGAMA - Kelas B,3,06/03/2025,Offline,01.45.00,Iman
ea5d9d5c,"La Ode Wahidin, S.Pd.,M.Pd.I",AGAMA - Kelas B,4,13/03/2025,Offline,01.45.00,Konsep Manusia Dalam Al Qur'an
38fe5ac1,"La Ode Wahidin, S.Pd.,M.Pd.I",AGAMA - Kelas B,5,20/03/2025,Offline,01.45.00,Aqidah Dalam Islam
44857f83,"La Ode Wahidin, S.Pd.,M.Pd.I",AGAMA - Kelas B,6,10/04/2025,Offline,01.45.00,Ahlak Dalam Islam
635ecf93,"La Ode Wahidin, S.Pd.,M.Pd.I",AGAMA - Kelas B,7,17/04/2025,Offline,01.45.00,Hukum Islam
c0c74fa7,"La Ode Wahidin, S.Pd.,M.Pd.I",AGAMA - Kelas B,8,24/04/2025,Offline,01.45.00,Ujian Tengah Semester
7a59496c,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Akuntansi Keuangan Lanjutan II - Kelas C,7,11/04/2025,Offline,02.30.00,tugas
a0c4014c,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,1,04/03/2025,Offline,01.30.00,pengenalan etika bisnis dan profesi akuntan
5051575b,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,2,18/03/2025,Offline,02.00.00,Kode Etik Akuntan Indonesia
c93d18e6,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Akuntansi Keuangan Lanjutan II - Kelas C,7,11/04/2025,Offline,02.30.00,Transfer AntarPerusahaan: aset tidak lancar
0ef0f709,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,3,25/03/2025,Offline,02.00.00,PENJELASAN ETIKA BISNIS DAN PROFESI AKUNTAN
f577a075,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Akuntansi Keuangan Lanjutan II - Kelas C,8,25/04/2025,Offline,02.30.00,Ujian Tengah Semester
064b6cc4,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,4,08/04/2025,Offline,02.00.00,TEORI-TEORI ETIKA
b908140a,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Akuntansi Keuangan Lanjutan II - Kelas C,9,02/05/2025,Offline,02.30.00,Review materi
6a8b2c3c,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,5,15/04/2025,Offline,02.00.00,LINGKUNGAN ETIKA DAN AKUNTANSI
68b2e3ab,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,6,22/04/2025,Offline,01.30.00,ETIKA BISNIS
4c10acb9,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Akuntansi Keuangan Lanjutan II - Kelas C,10,09/05/2025,Online,02.30.00,Laporan keuangan konsolidasi - investasi yang dibukukan dengan metode ekuitas
f0095656,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Akuntansi Keuangan Lanjutan II - Kelas C,11,16/05/2025,Online,02.30.00,Laporan keuangan konsolidasi - pembukuan investasi dengan metode harga pokok
7d06c485,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,7,25/04/2025,Online,01.00.00,ETIKA PROFESI
c776aba4,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,8,29/04/2025,Offline,01.30.00,UTS
c4aca0d2,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Akuntansi Keuangan Lanjutan II - Kelas C,12,23/05/2025,Offline,02.30.00,Laporan keuangan konsolidasi - Laba AntarPerusahaan; surat berharga senior
1decc06f,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,9,06/05/2025,Offline,02.00.00,CORPORATE SOCIAL RESPONSIBILITY (CSR)
be38bf10,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,10,20/05/2025,Offline,02.00.00,GOOD CORPORATE GOVERNANCE (GCG)
61201979,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,11,27/05/2025,Offline,02.00.00,Etika Profesi Akuntan
084c8215,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Akuntansi Keuangan Lanjutan II - Kelas C,13,13/06/2025,Offline,02.30.00,Laporan keuangan konsolidasi - perubahan kepentingan dalam perusahaan anak
3003116f,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Etika Bisnis dan Profesi Akuntan - Kelas B,12,03/06/2025,Offline,01.30.00,WHISTLEBLOWER
e1565f99,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-22,7,10/04/2025,Offline,02.30.00,Definisi operasional dan pengukuran variabel
8aaab5cc,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-22,8,17/04/2025,Offline,02.30.00,Ujian Tengah Semester
cca99460,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-22,6,27/03/2025,Offline,02.30.00,penulisan proposal penelitian
59dd8c01,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Sistem Akuntansi Keuangan Daerah - Kelas C,8,17/04/2025,Online,02.30.00,Ujian Tengah Semester
31eb2b77,"Dr. Emillia Nurdin, S.E., M.Si., CTT, CRA, CRP.",Akuntansi Keuangan Menengah II - Kelas C,14,02/06/2025,Offline,02.00.00,Arus Kas
4f3dd7dd,"Dr. Yusuf, SE., MM.",Manajemen Pemasaran - Kelas B,1,05/03/2025,Offline,02.30.00,Kontrak Perkuliahan Dan Pengenalan Materi
38e52dfc,"Dr. Yusuf, SE., MM.",Manajemen Pemasaran - Kelas B,2,12/03/2025,Offline,02.30.00,Mengenal Manajemen Pemasaran Dan Apa Fungsinya?
b5fac432,"Dr. Yusuf, SE., MM.",Manajemen Pemasaran - Kelas B,3,19/03/2025,Offline,02.30.00,Mengenal Manajemen Pemasaran Dan Apa Fungsinya?
ab5e2736,"Dr. Yusuf, SE., MM.",Manajemen Pemasaran - Kelas B,4,09/04/2025,Offline,02.30.00,Pemasaran dan Konsep Pasar
d23b6508,"Dr. Yusuf, SE., MM.",Manajemen Pemasaran - Kelas B,5,23/04/2025,Offline,02.30.00,Pemasaran dan Konsep Pasar
dcc79a55,"Dr. Yusuf, SE., MM.",Manajemen Pemasaran - Kelas B,6,07/05/2025,Offline,02.30.00,Pemasaran dan Konsep Pasar
563025de,"Dr. Yusuf, SE., MM.",Manajemen Pemasaran - Kelas B,7,14/05/2025,Offline,02.30.00,Strategi dan Perencanaan Produk
055dd9d5,"Dr. Yusuf, SE., MM.",Manajemen Pemasaran - Kelas B,8,28/05/2025,Offline,02.30.00,Ujian Tengah Semester
18058a05,"Dr. Emillia Nurdin, S.E., M.Si., CTT, CRA, CRP.",Akuntansi Keuangan Menengah II - Kelas C,15,16/06/2025,Offline,02.00.00,Penyajian dan pengungkapan laporan keuangan
50b28693,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,1,21/02/2025,Offline,02.30.00,Pertemuan awal pembagian kelompok presentasi
f96ce66e,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,2,28/02/2025,Offline,02.30.00,Karakteristik akuntansi keuangan daerah
dca5eedb,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,3,07/03/2025,Offline,02.30.00,Konsep dan siklus akuntansi
d98b2602,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,4,14/03/2025,Online,02.30.00,Gambaran umum sistem akuntansi pemerintahan daerah
571018ad,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,5,21/03/2025,Offline,02.30.00,Kebijakan sistem akuntansi keuangan daerah
b57ebde1,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,6,11/04/2025,Offline,02.30.00,Prosedur sistem akuntansi keuangan daerah
9ff98fa3,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,7,24/04/2025,Online,02.30.00,Sistem akuntansi SKPD
a39b3b57,"Yuli Lestari Labangu, S.E., M.Sc.",Sistem Akuntansi Keuangan Daerah - Kelas A,8,25/04/2025,Online,01.00.00,ujian tengah semester
b6858fca,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,8,02/05/2025,Online,01.00.00,Pembagian kelompok presentasi
e018b2a8,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,9,09/05/2025,Offline,02.00.00,Sistem akuntansi SKPD
e1c4a473,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,10,16/05/2025,Offline,02.00.00,Sistem akuntansi PPKD
2c265ce7,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,11,23/05/2025,Offline,02.00.00,Sistem akuntansi sumber daya manusia
7e3a25ae,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,9,02/05/2025,Online,01.00.00,Pembagian kelompok presentasi
f9303005,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,10,09/05/2025,Offline,02.00.00,Sistem akuntansi SKPD
8de3f1a5,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,11,16/05/2025,Offline,02.00.00,Sistem akuntansi PPKD
81310ea9,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,12,23/05/2025,Offline,02.00.00,Sistem akuntansi sumber daya manusia
835315f5,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,13,03/06/2025,Online,02.00.00,Sistem teknologi informasi
2774a2df,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,14,13/06/2025,Offline,02.00.00,Aplikasi sistem informasi daerah
c4673246,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Sistem Akuntansi Keuangan Daerah - Kelas A,15,17/06/2025,Online,02.00.00,Aplikasi sistem informasi pemerintah daerah
9661758f,"Hasnidar, S.E., M.Si.",Akuntansi Biaya - Kelas B,15,16/06/2025,Offline,02.30.00,Sistem biaya standar
723db9aa,"Hasnidar, S.E., M.Si.",Akuntansi Biaya - Kelas B,16,23/06/2025,Offline,02.30.00,Ujian Akhir Semester
